code,description,last_updated
Q26.0,Congenital stenosis of vena cava,2024-10-01
Q26.1,Persistent left superior vena cava,2024-10-01
Q26.2,Total anomalous pulmonary venous connection,2024-10-01
Q26.3,Partial anomalous pulmonary venous connection,2024-10-01
Q26.4,"Anomalous pulmonary venous connection, unspecified",2024-10-01
Q26.5,Anomalous portal venous connection,2024-10-01
Q26.6,Portal vein-hepatic artery fistula,2024-10-01
Q26.8,Other congenital malformations of great veins,2024-10-01
Q26.9,"Congenital malformation of great vein, unspecified",2024-10-01
Q27.-,,2024-10-01
Q27.0,Congenital absence and hypoplasia of umbilical artery,2024-10-01
Q27.1,Congenital renal artery stenosis,2024-10-01
Q27.2,Other congenital malformations of renal artery,2024-10-01
Q27.3,Peripheral arteriovenous malformation,2024-10-01
Q27.4,Congenital phlebectasia,2024-10-01
Q27.8,Other specified congenital malformations of peripheral vascular system,2024-10-01
Q27.9,"Congenital malformation of peripheral vascular system, unspecified",2024-10-01
Q28.-,,2024-10-01
Q28.0,Arteriovenous malformation of precerebral vessels,2024-10-01
Q28.1,Other malformations of precerebral vessels,2024-10-01
Q28.2,Arteriovenous malformation of cerebral vessels,2024-10-01
Q28.3,Other malformations of cerebral vessels,2024-10-01
Q28.8,Other specified congenital malformations of circulatory system,2024-10-01
Q28.9,"Congenital malformation of circulatory system, unspecified",2024-10-01
Q30.-,,2024-10-01
Q30.0,Choanal atresia,2024-10-01
Q30.1,Agenesis and underdevelopment of nose,2024-10-01
Q30.2,"Fissured, notched and cleft nose",2024-10-01
Q30.3,Congenital perforated nasal septum,2024-10-01
Q30.8,Other congenital malformations of nose,2024-10-01
Q30.9,"Congenital malformation of nose, unspecified",2024-10-01
Q31.-,,2024-10-01
Q31.0,Web of larynx,2024-10-01
Q31.1,Congenital subglottic stenosis,2024-10-01
Q31.2,Laryngeal hypoplasia,2024-10-01
Q31.3,Laryngocele,2024-10-01
Q31.5,Congenital laryngomalacia,2024-10-01
Q31.8,Other congenital malformations of larynx,2024-10-01
Q31.9,"Congenital malformation of larynx, unspecified",2024-10-01
Q32.-,,2024-10-01
Q32.0,Congenital tracheomalacia,2024-10-01
Q32.1,Other congenital malformations of trachea,2024-10-01
Q32.2,Congenital bronchomalacia,2024-10-01
Q32.3,Congenital stenosis of bronchus,2024-10-01
Q32.4,Other congenital malformations of bronchus,2024-10-01
Q33.-,,2024-10-01
Q33.0,Congenital cystic lung,2024-10-01
Q33.1,Accessory lobe of lung,2024-10-01
Q33.2,Sequestration of lung,2024-10-01
Q33.3,Agenesis of lung,2024-10-01
Q33.4,Congenital bronchiectasis,2024-10-01
Q33.5,Ectopic tissue in lung,2024-10-01
Q33.6,Hypoplasia and dysplasia of lung,2024-10-01
Q33.8,Other congenital malformations of lung,2024-10-01
Q33.9,"Congenital malformation of lung, unspecified",2024-10-01
Q34.-,,2024-10-01
Q34.0,Anomaly of pleura,2024-10-01
Q34.1,Congenital cyst of mediastinum,2024-10-01
Q34.8,Other specified congenital malformations of respiratory system,2024-10-01
Q34.9,"Congenital malformation of respiratory system, unspecified",2024-10-01
Q35.-,,2024-10-01
Q35.1,Cleft hard palate,2024-10-01
Q35.3,Cleft soft palate,2024-10-01
Q35.5,Cleft hard palate with cleft soft palate,2024-10-01
Q35.7,Cleft uvula,2024-10-01
Q35.9,"Cleft palate, unspecified",2024-10-01
Q36.-,,2024-10-01
Q36.0,"Cleft lip, bilateral",2024-10-01
Q36.1,"Cleft lip, median",2024-10-01
Q36.9,"Cleft lip, unilateral",2024-10-01
Q37.-,,2024-10-01
Q37.0,Cleft hard palate with bilateral cleft lip,2024-10-01
Q37.1,Cleft hard palate with unilateral cleft lip,2024-10-01
Q37.2,Cleft soft palate with bilateral cleft lip,2024-10-01
Q37.3,Cleft soft palate with unilateral cleft lip,2024-10-01
Q37.4,Cleft hard and soft palate with bilateral cleft lip,2024-10-01
Q37.5,Cleft hard and soft palate with unilateral cleft lip,2024-10-01
Q37.8,Unspecified cleft palate with bilateral cleft lip,2024-10-01
Q37.9,Unspecified cleft palate with unilateral cleft lip,2024-10-01
Q38.-,,2024-10-01
Q38.0,"Congenital malformations of lips, not elsewhere classified",2024-10-01
Q38.1,Ankyloglossia,2024-10-01
Q38.2,Macroglossia,2024-10-01
Q38.3,Other congenital malformations of tongue,2024-10-01
Q38.4,Congenital malformations of salivary glands and ducts,2024-10-01
Q38.5,"Congenital malformations of palate, not elsewhere classified",2024-10-01
Q38.6,Other congenital malformations of mouth,2024-10-01
Q38.7,Pharyngeal pouch,2024-10-01
Q38.8,Other congenital malformations of pharynx,2024-10-01
Q39.-,,2024-10-01
Q39.0,Atresia of oesophagus without fistula,2024-10-01
Q39.1,Atresia of oesophagus with tracheo-oesophageal fistula,2024-10-01
Q39.2,Congenital tracheo-oesophageal fistula without atresia,2024-10-01
Q39.3,Congenital stenosis and stricture of oesophagus,2024-10-01
Q39.4,Congenital oesophageal web,2024-10-01
Q39.5,Congenital dilatation of oesophagus,2024-10-01
Q39.6,Diverticulum of oesophagus,2024-10-01
Q39.8,Other congenital malformations of oesophagus,2024-10-01
Q39.9,"Congenital malformation of oesophagus, unspecified",2024-10-01
Q40.-,,2024-10-01
Q40.0,Congenital hypertrophic pyloric stenosis,2024-10-01
Q40.1,Congenital hiatus hernia,2024-10-01
Q40.2,Other specified congenital malformations of stomach,2024-10-01
Q40.3,"Congenital malformation of stomach, unspecified",2024-10-01
Q40.8,Other specified congenital malformations of upper alimentary tract,2024-10-01
Q40.9,"Congenital malformation of upper alimentary tract, unspecified",2024-10-01
Q41.-,,2024-10-01
Q41.0,"Congenital absence, atresia and stenosis of duodenum",2024-10-01
Q41.1,"Congenital absence, atresia and stenosis of jejunum",2024-10-01
Q41.2,"Congenital absence, atresia and stenosis of ileum",2024-10-01
Q41.8,"Congenital absence, atresia and stenosis of other specified parts of small intestine",2024-10-01
Q41.9,"Congenital absence, atresia and stenosis of small intestine, part unspecified",2024-10-01
Q42.-,,2024-10-01
Q42.0,"Congenital absence, atresia and stenosis of rectum with fistula",2024-10-01
Q42.1,"Congenital absence, atresia and stenosis of rectum without fistula",2024-10-01
Q42.2,"Congenital absence, atresia and stenosis of anus with fistula",2024-10-01
Q42.3,"Congenital absence, atresia and stenosis of anus without fistula",2024-10-01
Q42.8,"Congenital absence, atresia and stenosis of other parts of large intestine",2024-10-01
Q42.9,"Congenital absence, atresia and stenosis of large intestine, part unspecified",2024-10-01
Q43.-,,2024-10-01
Q43.0,Meckel diverticulum,2024-10-01
Q43.1,Hirschsprung disease,2024-10-01
Q43.2,Other congenital functional disorders of colon,2024-10-01
Q43.3,Congenital malformations of intestinal fixation,2024-10-01
Q43.4,Duplication of intestine,2024-10-01
Q43.5,Ectopic anus,2024-10-01
Q43.6,Congenital fistula of rectum and anus,2024-10-01
Q43.7,Persistent cloaca,2024-10-01
Q43.8,Other specified congenital malformations of intestine,2024-10-01
Q43.9,"Congenital malformation of intestine, unspecified",2024-10-01
Q44.-,,2024-10-01
Q44.0,"Agenesis, aplasia and hypoplasia of gallbladder",2024-10-01
Q44.1,Other congenital malformations of gallbladder,2024-10-01
Q44.2,Atresia of bile ducts,2024-10-01
Q44.3,Congenital stenosis and stricture of bile ducts,2024-10-01
Q44.4,Choledochal cyst,2024-10-01
Q44.5,Other congenital malformations of bile ducts,2024-10-01
Q44.6,Cystic disease of liver,2024-10-01
Q44.7,Other congenital malformations of liver,2024-10-01
Q45.-,,2024-10-01
Q45.0,"Agenesis, aplasia and hypoplasia of pancreas",2024-10-01
Q45.1,Annular pancreas,2024-10-01
Q45.2,Congenital pancreatic cyst,2024-10-01
Q45.3,Other congenital malformations of pancreas and pancreatic duct,2024-10-01
Q45.8,Other specified congenital malformations of digestive system,2024-10-01
Q45.9,"Congenital malformation of digestive system, unspecified",2024-10-01
Q50.-,,2024-10-01
Q50.0,Congenital absence of ovary,2024-10-01
Q50.1,Developmental ovarian cyst,2024-10-01
Q50.2,Congenital torsion of ovary,2024-10-01
Q50.3,Other congenital malformations of ovary,2024-10-01
Q50.4,Embryonic cyst of fallopian tube,2024-10-01
Q50.5,Embryonic cyst of broad ligament,2024-10-01
Q50.6,Other congenital malformations of fallopian tube and broad ligament,2024-10-01
Q51.-,,2024-10-01
Q51.0,Agenesis and aplasia of uterus,2024-10-01
Q51.1,Doubling of uterus with doubling of cervix and vagina,2024-10-01
Q51.2,Other doubling of uterus,2024-10-01
Q51.3,Bicornate uterus,2024-10-01
Q51.4,Unicornate uterus,2024-10-01
Q51.5,Agenesis and aplasia of cervix,2024-10-01
Q51.6,Embryonic cyst of cervix,2024-10-01
Q51.7,Congenital fistulae between uterus and digestive and urinary tracts,2024-10-01
Q51.8,Other congenital malformations of uterus and cervix,2024-10-01
Q51.9,"Congenital malformation of uterus and cervix, unspecified",2024-10-01
Q52.-,,2024-10-01
Q52.0,Congenital absence of vagina,2024-10-01
Q52.1,Doubling of vagina,2024-10-01
Q52.2,Congenital rectovaginal fistula,2024-10-01
Q52.3,Imperforate hymen,2024-10-01
Q52.4,Other congenital malformations of vagina,2024-10-01
Q52.5,Fusion of labia,2024-10-01
Q52.6,Congenital malformation of clitoris,2024-10-01
Q52.7,Other congenital malformations of vulva,2024-10-01
Q52.8,Other specified congenital malformations of female genitalia,2024-10-01
Q52.9,"Congenital malformation of female genitalia, unspecified",2024-10-01
Q53.-,,2024-10-01
Q53.0,Ectopic testis,2024-10-01
Q53.1,"Undescended testicle, unilateral",2024-10-01
Q53.2,"Undescended testicle, bilateral",2024-10-01
Q53.9,"Undescended testicle, unspecified",2024-10-01
Q54.-,,2024-10-01
Q54.0,"Hypospadias, balanic",2024-10-01
Q54.1,"Hypospadias, penile",2024-10-01
Q54.2,"Hypospadias, penoscrotal",2024-10-01
Q54.3,"Hypospadias, perineal",2024-10-01
Q54.4,Congenital chordee,2024-10-01
Q54.8,Other hypospadias,2024-10-01
Q54.9,"Hypospadias, unspecified",2024-10-01
Q55.-,,2024-10-01
Q55.0,Absence and aplasia of testis,2024-10-01
Q55.1,Hypoplasia of testis and scrotum,2024-10-01
Q55.2,Other congenital malformations of testis and scrotum,2024-10-01
Q55.3,Atresia of vas deferens,2024-10-01
Q55.4,"Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate",2024-10-01
Q55.5,Congenital absence and aplasia of penis,2024-10-01
Q55.6,Other congenital malformations of penis,2024-10-01
Q55.8,Other specified congenital malformations of male genital organs,2024-10-01
Q55.9,"Congenital malformation of male genital organ, unspecified",2024-10-01
Q56.-,,2024-10-01
Q56.0,"Hermaphroditism, not elsewhere classified",2024-10-01
Q56.1,"Male pseudohermaphroditism, not elsewhere classified",2024-10-01
Q56.2,"Female pseudohermaphroditism, not elsewhere classified",2024-10-01
Q56.3,"Pseudohermaphroditism, unspecified",2024-10-01
Q56.4,"Indeterminate sex, unspecified",2024-10-01
Q60.-,,2024-10-01
Q60.0,"Renal agenesis, unilateral",2024-10-01
Q60.1,"Renal agenesis, bilateral",2024-10-01
Q60.2,"Renal agenesis, unspecified",2024-10-01
Q60.3,"Renal hypoplasia, unilateral",2024-10-01
Q60.4,"Renal hypoplasia, bilateral",2024-10-01
Q60.5,"Renal hypoplasia, unspecified",2024-10-01
Q60.6,Potter syndrome,2024-10-01
Q61.-,,2024-10-01
Q61.0,Congenital single renal cyst,2024-10-01
Q61.1,"Polycystic kidney, autosomal recessive",2024-10-01
Q61.2,"Polycystic kidney, autosomal dominant",2024-10-01
Q61.3,"Polycystic kidney, unspecified",2024-10-01
Q61.4,Renal dysplasia,2024-10-01
Q61.5,Medullary cystic kidney,2024-10-01
Q61.8,Other cystic kidney diseases,2024-10-01
Q61.9,"Cystic kidney disease, unspecified",2024-10-01
Q62.-,,2024-10-01
Q62.0,Congenital hydronephrosis,2024-10-01
Q62.1,Atresia and stenosis of ureter,2024-10-01
Q62.2,Congenital megaloureter,2024-10-01
Q62.3,Other obstructive defects of renal pelvis and ureter,2024-10-01
Q62.4,Agenesis of ureter,2024-10-01
Q62.5,Duplication of ureter,2024-10-01
Q62.6,Malposition of ureter,2024-10-01
Q62.7,Congenital vesico-uretero-renal reflux,2024-10-01
Q62.8,Other congenital malformations of ureter,2024-10-01
Q63.-,,2024-10-01
Q63.0,Accessory kidney,2024-10-01
Q63.1,"Lobulated, fused and horseshoe kidney",2024-10-01
Q63.2,Ectopic kidney,2024-10-01
Q63.3,Hyperplastic and giant kidney,2024-10-01
Q63.8,Other specified congenital malformations of kidney,2024-10-01
Q63.9,"Congenital malformation of kidney, unspecified",2024-10-01
Q64.-,,2024-10-01
Q64.0,Epispadias,2024-10-01
Q64.1,Exstrophy of urinary bladder,2024-10-01
Q64.2,Congenital posterior urethral valves,2024-10-01
Q64.3,Other atresia and stenosis of urethra and bladder neck,2024-10-01
Q64.4,Malformation of urachus,2024-10-01
Q64.5,Congenital absence of bladder and urethra,2024-10-01
Q64.6,Congenital diverticulum of bladder,2024-10-01
Q64.7,Other congenital malformations of bladder and urethra,2024-10-01
Q64.8,Other specified congenital malformations of urinary system,2024-10-01
Q64.9,"Congenital malformation of urinary system, unspecified",2024-10-01
Q65.-,,2024-10-01
Q65.0,"Congenital dislocation of hip, unilateral",2024-10-01
Q65.1,"Congenital dislocation of hip, bilateral",2024-10-01
Q65.2,"Congenital dislocation of hip, unspecified",2024-10-01
Q65.3,"Congenital subluxation of hip, unilateral",2024-10-01
Q65.4,"Congenital subluxation of hip, bilateral",2024-10-01
Q65.5,"Congenital subluxation of hip, unspecified",2024-10-01
Q65.6,Unstable hip,2024-10-01
Q65.8,Other congenital deformities of hip,2024-10-01
Q65.9,"Congenital deformity of hip, unspecified",2024-10-01
Q66.-,,2024-10-01
Q66.0,Talipes equinovarus,2024-10-01
Q66.1,Talipes calcaneovarus,2024-10-01
Q66.2,Metatarsus varus,2024-10-01
Q66.3,Other congenital varus deformities of feet,2024-10-01
Q66.4,Talipes calcaneovalgus,2024-10-01
Q66.5,Congenital pes planus,2024-10-01
Q66.6,Other congenital valgus deformities of feet,2024-10-01
Q66.7,Pes cavus,2024-10-01
Q66.8,Other congenital deformities of feet,2024-10-01
Q66.9,"Congenital deformity of feet, unspecified",2024-10-01
Q67.-,,2024-10-01
Q67.0,Facial asymmetry,2024-10-01
Q67.1,Compression facies,2024-10-01
Q67.2,Dolichocephaly,2024-10-01
Q67.3,Plagiocephaly,2024-10-01
Q67.4,"Other congenital deformities of skull, face and jaw",2024-10-01
Q67.5,Congenital deformity of spine,2024-10-01
Q67.6,Pectus excavatum,2024-10-01
Q67.7,Pectus carinatum,2024-10-01
Q67.8,Other congenital deformities of chest,2024-10-01
Q68.-,,2024-10-01
Q68.0,Congenital deformity of sternocleidomastoid muscle,2024-10-01
Q68.1,Congenital deformity of hand,2024-10-01
Q68.2,Congenital deformity of knee,2024-10-01
Q68.3,Congenital bowing of femur,2024-10-01
Q68.4,Congenital bowing of tibia and fibula,2024-10-01
Q68.5,"Congenital bowing of long bones of leg, unspecified",2024-10-01
Q68.8,Other specified congenital musculoskeletal deformities,2024-10-01
Q69.-,,2024-10-01
Q69.0,Accessory finger(s),2024-10-01
Q69.1,Accessory thumb(s),2024-10-01
Q69.2,Accessory toe(s),2024-10-01
Q69.9,"Polydactyly, unspecified",2024-10-01
Q70.-,,2024-10-01
Q70.0,Fused fingers,2024-10-01
Q70.1,Webbed fingers,2024-10-01
Q70.2,Fused toes,2024-10-01
Q70.3,Webbed toes,2024-10-01
Q70.4,Polysyndactyly,2024-10-01
Q70.9,"Syndactyly, unspecified",2024-10-01
Q71.-,,2024-10-01
Q71.0,Congenital complete absence of upper limb(s),2024-10-01
Q71.1,Congenital absence of upper arm and forearm with hand present,2024-10-01
Q71.2,Congenital absence of both forearm and hand,2024-10-01
Q71.3,Congenital absence of hand and finger(s),2024-10-01
Q71.4,Longitudinal reduction defect of radius,2024-10-01
Q71.5,Longitudinal reduction defect of ulna,2024-10-01
Q71.6,Lobster-claw hand,2024-10-01
Q71.8,Other reduction defects of upper limb(s),2024-10-01
Q71.9,"Reduction defect of upper limb, unspecified",2024-10-01
Q72.-,,2024-10-01
Q72.0,Congenital complete absence of lower limb(s),2024-10-01
Q72.1,Congenital absence of thigh and lower leg with foot present,2024-10-01
Q72.2,Congenital absence of both lower leg and foot,2024-10-01
Q72.3,Congenital absence of foot and toe(s),2024-10-01
Q72.4,Longitudinal reduction defect of femur,2024-10-01
Q72.5,Longitudinal reduction defect of tibia,2024-10-01
Q72.6,Longitudinal reduction defect of fibula,2024-10-01
Q72.7,Split foot,2024-10-01
Q72.8,Other reduction defects of lower limb(s),2024-10-01
Q72.9,"Reduction defect of lower limb, unspecified",2024-10-01
Q73.-,,2024-10-01
Q73.0,Congenital absence of unspecified limb(s),2024-10-01
Q73.1,"Phocomelia, unspecified limb(s)",2024-10-01
Q73.8,Other reduction defects of unspecified limb(s),2024-10-01
Q74.-,,2024-10-01
Q74.0,"Other congenital malformations of upper limb(s), including shoulder girdle",2024-10-01
Q74.1,Congenital malformation of knee,2024-10-01
Q74.2,"Other congenital malformations of lower limb(s), including pelvic girdle",2024-10-01
Q74.3,Arthrogryposis multiplex congenita,2024-10-01
Q74.8,Other specified congenital malformations of limb(s),2024-10-01
Q74.9,Unspecified congenital malformation of limb(s),2024-10-01
Q75.-,,2024-10-01
Q75.0,Craniosynostosis,2024-10-01
Q75.1,Craniofacial dysostosis,2024-10-01
Q75.2,Hypertelorism,2024-10-01
Q75.3,Macrocephaly,2024-10-01
Q75.4,Mandibulofacial dysostosis,2024-10-01
Q75.5,Oculomandibular dysostosis,2024-10-01
Q75.8,Other specified congenital malformations of skull and face bones,2024-10-01
Q75.9,"Congenital malformation of skull and face bones, unspecified",2024-10-01
Q76.-,,2024-10-01
Q76.0,Spina bifida occulta,2024-10-01
Q76.1,Klippel-Feil syndrome,2024-10-01
Q76.2,Congenital spondylolisthesis,2024-10-01
Q76.3,Congenital scoliosis due to congenital bony malformation,2024-10-01
Q76.4,"Other congenital malformations of spine, not associated with scoliosis",2024-10-01
Q76.5,Cervical rib,2024-10-01
Q76.6,Other congenital malformations of ribs,2024-10-01
Q76.7,Congenital malformation of sternum,2024-10-01
Q76.8,Other congenital malformations of bony thorax,2024-10-01
Q76.9,"Congenital malformation of bony thorax, unspecified",2024-10-01
Q77.-,,2024-10-01
Q77.0,Achondrogenesis,2024-10-01
Q77.1,Thanatophoric short stature,2024-10-01
Q77.2,Short rib syndrome,2024-10-01
Q77.3,Chondrodysplasia punctata,2024-10-01
Q77.4,Achondroplasia,2024-10-01
Q77.5,Dystrophic dysplasia,2024-10-01
Q77.6,Chondroectodermal dysplasia,2024-10-01
Q77.7,Spondyloepiphyseal dysplasia,2024-10-01
Q77.8,Other osteochondrodysplasia with defects of growth of tubular bones and spine,2024-10-01
Q77.9,"Osteochondrodysplasia with defects of growth of tubular bones and spine, unspecified",2024-10-01
Q78.-,,2024-10-01
Q78.0,Osteogenesis imperfecta,2024-10-01
Q78.1,Polyostotic fibrous dysplasia,2024-10-01
Q78.2,Osteopetrosis,2024-10-01
Q78.3,Progressive diaphyseal dysplasia,2024-10-01
Q78.4,Enchondromatosis,2024-10-01
Q78.5,Metaphyseal dysplasia,2024-10-01
Q78.6,Multiple congenital exostoses,2024-10-01
Q78.8,Other specified osteochondrodysplasias,2024-10-01
Q78.9,"Osteochondrodysplasia, unspecified",2024-10-01
Q79.-,,2024-10-01
Q79.0,Congenital diaphragmatic hernia,2024-10-01
Q79.1,Other congenital malformations of diaphragm,2024-10-01
Q79.2,Exomphalos,2024-10-01
Q79.3,Gastroschisis,2024-10-01
Q79.4,Prune belly syndrome,2024-10-01
Q79.5,Other congenital malformations of abdominal wall,2024-10-01
Q79.6,Ehlers-Danlos syndrome,2024-10-01
Q79.8,Other congenital malformations of musculoskeletal system,2024-10-01
Q79.9,"Congenital malformation of musculoskeletal system, unspecified",2024-10-01
Q80.-,,2024-10-01
Q80.0,Ichthyosis vulgaris,2024-10-01
Q80.1,X-linked ichthyosis,2024-10-01
Q80.2,Lamellar ichthyosis,2024-10-01
Q80.3,Congenital bullous ichthyosiform erythroderma,2024-10-01
Q80.4,Harlequin fetus,2024-10-01
Q80.8,Other congenital ichthyosis,2024-10-01
Q80.9,"Congenital ichthyosis, unspecified",2024-10-01
Q81.-,,2024-10-01
Q81.0,Epidermolysis bullosa simplex,2024-10-01
Q81.1,Epidermolysis bullosa letalis,2024-10-01
Q81.2,Epidermolysis bullosa dystrophica,2024-10-01
Q81.8,Other epidermolysis bullosa,2024-10-01
Q81.9,"Epidermolysis bullosa, unspecified",2024-10-01
Q82.-,,2024-10-01
Q82.0,Hereditary lymphoedema,2024-10-01
Q82.1,Xeroderma pigmentosum,2024-10-01
Q82.2,Mastocytosis,2024-10-01
Q82.3,Incontinentia pigmenti,2024-10-01
Q82.4,Ectodermal dysplasia (anhidrotic),2024-10-01
Q82.5,Congenital non-neoplastic naevus,2024-10-01
Q82.8,Other specified congenital malformations of skin,2024-10-01
Q82.9,"Congenital malformation of skin, unspecified",2024-10-01
Q83.-,,2024-10-01
Q83.0,Congenital absence of breast with absent nipple,2024-10-01
Q83.1,Accessory breast,2024-10-01
Q83.2,Absent nipple,2024-10-01
Q83.3,Accessory nipple,2024-10-01
Q83.8,Other congenital malformations of breast,2024-10-01
Q83.9,"Congenital malformation of breast, unspecified",2024-10-01
Q84.-,,2024-10-01
Q84.0,Congenital alopecia,2024-10-01
Q84.1,"Congenital morphological disturbances of hair, not elsewhere classified",2024-10-01
Q84.2,Other congenital malformations of hair,2024-10-01
Q84.3,Anonychia,2024-10-01
Q84.4,Congenital leukonychia,2024-10-01
Q84.5,Enlarged and hypertrophic nails,2024-10-01
Q84.6,Other congenital malformations of nails,2024-10-01
Q84.8,Other specified congenital malformations of integument,2024-10-01
Q84.9,"Congenital malformation of integument, unspecified",2024-10-01
Q85.-,,2024-10-01
Q85.0,Neurofibromatosis (nonmalignant),2024-10-01
Q85.1,Tuberous sclerosis,2024-10-01
Q85.8,"Other phakomatoses, not elsewhere classified",2024-10-01
Q85.9,"Phakomatosis, unspecified",2024-10-01
Q86.-,,2024-10-01
Q86.0,Fetal alcohol syndrome (dysmorphic),2024-10-01
Q86.1,Fetal hydantoin syndrome,2024-10-01
Q86.2,Dysmorphism due to warfarin,2024-10-01
Q86.8,Other congenital malformation syndromes due to known exogenous causes,2024-10-01
Q87.-,,2024-10-01
Q87.0,Congenital malformation syndromes predominantly affecting facial appearance,2024-10-01
Q87.1,Congenital malformation syndromes predominantly associated with short stature,2024-10-01
Q87.2,Congenital malformation syndromes predominantly involving limbs,2024-10-01
Q87.3,Congenital malformation syndromes involving early overgrowth,2024-10-01
Q87.4,Marfan syndrome,2024-10-01
Q87.5,Other congenital malformation syndromes with other skeletal changes,2024-10-01
Q87.8,"Other specified congenital malformation syndromes, not elsewhere classified",2024-10-01
Q89.-,,2024-10-01
Q89.0,Congenital malformations of spleen,2024-10-01
Q89.1,Congenital malformations of adrenal gland,2024-10-01
Q89.2,Congenital malformations of other endocrine glands,2024-10-01
Q89.3,Situs inversus,2024-10-01
Q89.4,Conjoined twins,2024-10-01
Q89.7,"Multiple congenital malformations, not elsewhere classified",2024-10-01
Q89.8,Other specified congenital malformations,2024-10-01
Q89.9,"Congenital malformation, unspecified",2024-10-01
Q90.-,,2024-10-01
Q90.0,"Trisomy 21, meiotic nondisjunction",2024-10-01
Q90.1,"Trisomy 21, mosaicism (mitotic nondisjunction)",2024-10-01
Q90.2,"Trisomy 21, translocation",2024-10-01
Q90.9,"Down syndrome, unspecified",2024-10-01
Q91.-,,2024-10-01
Q91.0,"Trisomy 18, meiotic nondisjunction",2024-10-01
Q91.1,"Trisomy 18, mosaicism (mitotic nondisjunction)",2024-10-01
Q91.2,"Trisomy 18, translocation",2024-10-01
Q91.3,"Edwards syndrome, unspecified",2024-10-01
Q91.4,"Trisomy 13, meiotic nondisjunction",2024-10-01
Q91.5,"Trisomy 13, mosaicism (mitotic nondisjunction)",2024-10-01
Q91.6,"Trisomy 13, translocation",2024-10-01
Q91.7,"Patau syndrome, unspecified",2024-10-01
Q92.-,,2024-10-01
Q92.0,"Whole chromosome trisomy, meiotic nondisjunction",2024-10-01
Q92.1,"Whole chromosome trisomy, mosaicism (mitotic nondisjunction)",2024-10-01
Q92.2,Major partial trisomy,2024-10-01
Q92.3,Minor partial trisomy,2024-10-01
Q92.4,Duplications seen only at prometaphase,2024-10-01
Q92.5,Duplications with other complex rearrangements,2024-10-01
Q92.6,Extra marker chromosomes,2024-10-01
Q92.7,Triploidy and polyploidy,2024-10-01
Q92.8,Other specified trisomies and partial trisomies of autosomes,2024-10-01
Q92.9,"Trisomy and partial trisomy of autosomes, unspecified",2024-10-01
Q93.-,,2024-10-01
Q93.0,"Whole chromosome monosomy, meiotic nondisjunction",2024-10-01
Q93.1,"Whole chromosome monosomy, mosaicism (mitotic nondisjunction)",2024-10-01
Q93.2,Chromosome replaced with ring or dicentric,2024-10-01
Q93.3,Deletion of short arm of chromosome 4,2024-10-01
Q93.4,Deletion of short arm of chromosome 5,2024-10-01
Q93.5,Other deletions of part of a chromosome,2024-10-01
Q93.6,Deletions seen only at prometaphase,2024-10-01
Q93.7,Deletions with other complex rearrangements,2024-10-01
Q93.8,Other deletions from the autosomes,2024-10-01
Q93.9,"Deletion from autosomes, unspecified",2024-10-01
Q95.-,,2024-10-01
Q95.0,Balanced translocation and insertion in normal individual,2024-10-01
Q95.1,Chromosome inversion in normal individual,2024-10-01
Q95.2,Balanced autosomal rearrangement in abnormal individual,2024-10-01
Q95.3,Balanced sex/autosomal rearrangement in abnormal individual,2024-10-01
Q95.4,Individuals with marker heterochromatin,2024-10-01
Q95.5,Individuals with autosomal fragile site,2024-10-01
Q95.8,Other balanced rearrangements and structural markers,2024-10-01
Q95.9,"Balanced rearrangement and structural marker, unspecified",2024-10-01
Q96.-,,2024-10-01
Q96.0,"Karyotype 45,X",2024-10-01
Q96.1,"Karyotype 46,X iso (Xq)",2024-10-01
Q96.2,"Karyotype 46,X with abnormal sex chromosome, except iso (Xq)",2024-10-01
Q96.3,"Mosaicism, 45,X/46,XX or XY",2024-10-01
Q96.4,"Mosaicism, 45,X/other cell line(s) with abnormal sex chromosome",2024-10-01
Q96.8,Other variants of Turner syndrome,2024-10-01
Q96.9,"Turner syndrome, unspecified",2024-10-01
Q97.-,,2024-10-01
Q97.0,"Karyotype 47,XXX",2024-10-01
Q97.1,Female with more than three X chromosomes,2024-10-01
Q97.2,"Mosaicism, lines with various numbers of X chromosomes",2024-10-01
Q97.3,"Female with 46,XY karyotype",2024-10-01
Q97.8,"Other specified sex chromosome abnormalities, female phenotype",2024-10-01
Q97.9,"Sex chromosome abnormality, female phenotype, unspecified",2024-10-01
Q98.-,,2024-10-01
Q98.0,"Klinefelter syndrome karyotype 47,XXY",2024-10-01
Q98.1,"Klinefelter syndrome, male with more than two X chromosomes",2024-10-01
Q98.2,"Klinefelter syndrome, male with 46,XX karyotype",2024-10-01
Q98.3,"Other male with 46,XX karyotype",2024-10-01
Q98.4,"Klinefelter syndrome, unspecified",2024-10-01
Q98.5,"Karyotype 47,XYY",2024-10-01
Q98.6,Male with structurally abnormal sex chromosome,2024-10-01
Q98.7,Male with sex chromosome mosaicism,2024-10-01
Q98.8,"Other specified sex chromosome abnormalities, male phenotype",2024-10-01
Q98.9,"Sex chromosome abnormality, male phenotype, unspecified",2024-10-01
Q99.-,,2024-10-01
Q99.0,"Chimera 46,XX/46,XY",2024-10-01
Q99.1,"46,XX true hermaphrodite",2024-10-01
Q99.2,Fragile X chromosome,2024-10-01
Q99.8,Other specified chromosome abnormalities,2024-10-01
Q99.9,"Chromosomal abnormality, unspecified",2024-10-01
