code,description,last_updated
G2110001,"03,Patients 66 years of age and older with at least one claim/encounter for,Pt 66",2024-10-01
G2110002,"04,frailty during the measurement period and either one acute inpatient encounter",2024-10-01
G2110003,"04,""with a diagnosis of advanced illness or two outpatient, observation, ed or"",,",2024-10-01
G2110004,"04,nonacute inpatient encounters on different dates of service with an advanced,,",2024-10-01
G2110005,"04,illness diagnosis during the measurement period or the year prior to the,,,,,,",2024-10-01
G2110006,"04,measurement period,,,,,,",2024-10-01
G2112001,"03,""Patient receiving <=5 mg daily prednisone (or equivalent), or ra activity is""",2024-10-01
G2112002,"04,""worsening, or glucocorticoid use is for less than 6 months"",,,,,,",2024-10-01
G2113001,"03,Patient receiving >5 mg daily prednisone (or equivalent) for longer than 6,""Pr",2024-10-01
G2113002,"04,""months, and improvement or no change in disease activity"",,,,,,",2024-10-01
G2114001,"03,Patients 66-80 years of age with at least one claim/encounter for frailty,Pt 6",2024-10-01
G2114002,"04,during the measurement period and a dispensed medication for dementia during,,",2024-10-01
G2114003,"04,the measurement period or the year prior to the measurement period,,,,,,",2024-10-01
G2115001,"03,Patients 66 - 80 years of age with at least one claim/encounter for frailty,Pt",2024-10-01
G2115002,"04,during the measurement period and a dispensed medication for dementia during,,",2024-10-01
G2115003,"04,the measurement period or the year prior to the measurement period,,,,,,",2024-10-01
G2116001,"03,Patients 66 - 80 years of age with at least one claim/encounter for frailty,Pt",2024-10-01
G2116002,"04,during the measurement period and an advanced illness diagnosis during the,,,,",2024-10-01
G2116003,"04,measurement period or the year prior to the measurement period,,,,,,",2024-10-01
G2117001,"03,Patients 66-80 years of age with at least one claim/encounter for frailty,Pt 6",2024-10-01
G2117002,"04,during the measurement period and either one acute inpatient encounter with a,",2024-10-01
G2117003,"04,""diagnosis of advanced illness or two outpatient, observation, ed or nonacute""",2024-10-01
G2117004,"04,inpatient encounters on different dates of service with an advanced illness,,,",2024-10-01
G2117005,"04,diagnosis during the measurement period or the year prior to the measurement,,",2024-10-01
G2117006,"04,period,,,,,,",2024-10-01
G2118001,"03,Patients 81 years of age and older with at least one claim/encounter for,Pt 81",2024-10-01
G2118002,"04,frailty during the measurement period,,,,,,",2024-10-01
G2119001,"03,""Within the past 2 years, calcium and/or vitamin d optimization has been order",2024-10-01
G2119002,"04,or performed,,,,,,",2024-10-01
G2120001,"03,""Within the past 2 years, calcium and/or vitamin d optimization has not been"",",2024-10-01
G2120002,"04,ordered or performed,,,,,,",2024-10-01
G2121001,"03,""Depression, anxiety, apathy, and psychosis assessed"",Psy dep anx ap and icd a",2024-10-01
G2122001,"03,""Depression, anxiety, apathy, and psychosis not assessed"",Psy/dep/anx/apandicd",2024-10-01
G2123001,"03,Patients 66-80 years of age and had at least one claim/encounter for frailty,P",2024-10-01
G2123002,"04,during the measurement period and either one acute inpatient encounter with a,",2024-10-01
G2123003,"04,""diagnosis of advanced illness or two outpatient, observation, ed or nonacute""",2024-10-01
G2123004,"04,inpatient encounters on different dates of service with an advanced illness,,,",2024-10-01
G2123005,"04,diagnosis during the measurement period or the year prior to the measurement,,",2024-10-01
G2123006,"04,period,,,,,,",2024-10-01
G2124001,"03,Patients 66-80 years of age and had at least one claim/encounter for frailty,P",2024-10-01
G2124002,"04,during the measurement period and a dispensed dementia medication,,,,,,",2024-10-01
G2125001,"03,Patients 81 years of age and older with at least one claim/encounter for,Pt 81",2024-10-01
G2125002,"04,frailty during the six months prior to the measurement period through  decembe",2024-10-01
G2125003,"04,31 of the measurement period,,,,,,",2024-10-01
G2126001,"03,Patients 66-80 years of age with at least one claim/encounter for frailty,Pt 6",2024-10-01
G2126002,"04,during the measurement period and an advanced illness diagnosis during the,,,,",2024-10-01
G2126003,"04,measurement period or the year prior to the measurement period,,,,,,",2024-10-01
G2127001,"03,Patients 66-80 years of age with at least one claim/encounter for frailty,Pt 6",2024-10-01
G2127002,"04,during the measurement period and a dispensed medication for dementia during,,",2024-10-01
G2127003,"04,the measurement period or the year prior to the measurement period,,,,,,",2024-10-01
G2128001,"03,Documentation of medical reason(s) for not on a daily aspirin or other,No aspi",2024-10-01
G2128002,"04,""antiplatelet (e.g. history of gastrointestinal bleed, intra-cranial bleed,"",,",2024-10-01
G2128003,"04,""blood disorders, idiopathic thrombocytopenic purpura (itp), gastric bypass or",2024-10-01
G2128004,"04,documentation of active anticoagulant use during the measurement period),,,,,,",2024-10-01
G2129001,"03,Procedure-related bp's not taken during an outpatient visit. examples include,",2024-10-01
G2129002,"04,""same day surgery, ambulatory service center, g.i. lab, dialysis, infusion"",,,",2024-10-01
G2129003,"04,""center, chemotherapy"",,,,,,",2024-10-01
G2130001,"03,Patients age 66 or older in institutional special needs plans (snp) or residin",2024-10-01
G2130002,"04,""in long-term care with pos code 32, 33, 34, 54 or 56 for more than 90 days"",,",2024-10-01
G2130003,"04,during the measurement period,,,,,,",2024-10-01
G2131001,"03,Patients 81 years and older with a diagnosis of frailty,Pt 81+ frailty",2024-10-01
G2132001,"03,Patients 66-80 years of age with at least one claim/encounter for frailty,Pt 6",2024-10-01
G2132002,"04,during the measurement period and a dispensed medication for dementia during,,",2024-10-01
G2132003,"04,the measurement period or the year prior to the measurement period,,,,,,",2024-10-01
G2133001,"03,Patients 66-80 years of age with at least one claim/encounter for frailty,Pt 6",2024-10-01
G2133002,"04,during the measurement period and either one acute inpatient encounter with a,",2024-10-01
G2133003,"04,""diagnosis of advanced illness or two outpatient, observation, ed or nonacute""",2024-10-01
G2133004,"04,inpatient encounters on different dates of service with an advanced illness,,,",2024-10-01
G2133005,"04,diagnosis during the measurement period or the year prior to the measurement,,",2024-10-01
G2133006,"04,period,,,,,,",2024-10-01
G2134001,"03,Patients 66 years of age or older with at least one claim/encounter for frailt",2024-10-01
G2134002,"04,during the measurement period and a dispensed medication for dementia during,,",2024-10-01
G2134003,"04,the measurement period or the year prior to the measurement period,,,,,,",2024-10-01
G2135001,"03,Patients 66 years of age or older with at least one claim/encounter for frailt",2024-10-01
G2135002,"04,during the measurement period and either one acute inpatient encounter with a,",2024-10-01
G2135003,"04,""diagnosis of advanced illness or two outpatient, observation, ed or nonacute""",2024-10-01
G2135004,"04,inpatient encounters on different dates of service with an advanced illness,,,",2024-10-01
G2135005,"04,diagnosis during the measurement period or the year prior to the measurement,,",2024-10-01
G2135006,"04,period,,,,,,",2024-10-01
G2136001,"03,Back pain measured by the visual analog scale (vas) or numeric pain scale at,B",2024-10-01
G2136002,"04,three months (6 - 20 weeks) postoperatively was less than or equal to 3.0 or,,",2024-10-01
G2136003,"04,back pain measured by the visual analog scale (vas) or numeric pain scale,,,,,",2024-10-01
G2136004,"04,within three months preoperatively and at three months (6 - 20 weeks),,,,,,",2024-10-01
G2136005,"04,postoperatively demonstrated an improvement of 5.0 points or greater,,,,,,",2024-10-01
G2137001,"03,Back pain measured by the visual analog scale (vas) or numeric pain scale at,B",2024-10-01
G2137002,"04,three months (6 - 20 weeks) postoperatively was greater than 3.0 and back pain",2024-10-01
G2137003,"04,measured by the visual analog scale (vas) or numeric pain scale within three,,",2024-10-01
G2137004,"04,months preoperatively and at three months (6 - 20 weeks) postoperatively,,,,,,",2024-10-01
G2137005,"04,demonstrated improvement of less than 5.0 points,,,,,,",2024-10-01
G2138001,"03,Back pain as measured by the visual analog scale (vas) or numeric pain scale a",2024-10-01
G2138002,"04,one year (9 to 15 months) postoperatively was less than or equal to 3.0 or bac",2024-10-01
G2138003,"04,pain measured by the visual analog scale (vas) or numeric pain scale within,,,",2024-10-01
G2138004,"04,three months preoperatively and at one year (9 to 15 months) postoperatively,,",2024-10-01
G2138005,"04,demonstrated an improvement of 5.0 points or greater,,,,,,",2024-10-01
G2139001,"03,Back pain measured by the visual analog scale (vas) or numeric pain scale at,B",2024-10-01
G2139002,"04,one year (9 to 15 months) postoperatively was greater than 3.0 and back pain,,",2024-10-01
G2139003,"04,measured by the visual analog scale (vas) or numeric pain scale within three,,",2024-10-01
G2139004,"04,months preoperatively and at one year (9 to 15 months) postoperatively,,,,,,",2024-10-01
G2139005,"04,demonstrated improvement of less than 5.0 points,,,,,,",2024-10-01
G2140001,"03,Leg pain measured by the visual analog scale (vas) or numeric pain scale at,Le",2024-10-01
G2140002,"04,three months (6 - 20 weeks) postoperatively was less than or equal to 3.0 or,,",2024-10-01
G2140003,"04,leg pain measured by the visual analog scale (vas) or numeric pain scale withi",2024-10-01
G2140004,"04,three months preoperatively and at three months (6 - 20 weeks) postoperatively",2024-10-01
G2140005,"04,demonstrated an improvement of 5.0 points or greater,,,,,,",2024-10-01
G2141001,"03,Leg pain measured by the visual analog scale (vas) or numeric pain scale at,Le",2024-10-01
G2141002,"04,three months (6 - 20 weeks) postoperatively was greater than 3.0 and leg pain,",2024-10-01
G2141003,"04,measured by the visual analog scale (vas) or numeric pain scale within three,,",2024-10-01
G2141004,"04,months preoperatively and at three months (6 - 20 weeks) postoperatively,,,,,,",2024-10-01
G2141005,"04,demonstrated improvement of less than 5.0 points,,,,,,",2024-10-01
G2142001,"03,Functional status measured by the oswestry disability index (odi version 2.1a)",2024-10-01
G2142002,"04,at one year (9 to 15 months) postoperatively was less than or equal to 22 or,,",2024-10-01
G2142003,"04,functional status measured by the odi version 2.1a within three months,,,,,,",2024-10-01
G2142004,"04,preoperatively and at one year (9 to 15 months) postoperatively demonstrated a",2024-10-01
G2142005,"04,improvement of 30 points or greater,,,,,,",2024-10-01
G2143001,"03,Functional status measured by the oswestry disability index (odi version 2.1a)",2024-10-01
G2143002,"04,at one year (9 to 15 months) postoperatively was greater than 22 and functiona",2024-10-01
G2143003,"04,status measured by the odi version 2.1a within three months preoperatively and",2024-10-01
G2143004,"04,at one year (9 to 15 months) postoperatively demonstrated an improvement of,,,",2024-10-01
G2143005,"04,less than 30 points,,,,,,",2024-10-01
G2144001,"03,Functional status measured by the oswestry disability index (odi version 2.1a)",2024-10-01
G2144002,"04,at three months (6-20 weeks) postoperatively was less than or equal to 22 or,,",2024-10-01
G2144003,"04,functional status measured by the odi version 2.1a within three months,,,,,,",2024-10-01
G2144004,"04,preoperatively and at three months (6-20 weeks) postoperatively demonstrated a",2024-10-01
G2144005,"04,improvement of 30 points or greater,,,,,,",2024-10-01
G2145001,"03,Functional status measured by the oswestry disability index (odi version 2.1a)",2024-10-01
G2145002,"04,at three months (6 - 20 weeks) postoperatively was greater than 22 and,,,,,,",2024-10-01
G2145003,"04,functional status measured by the odi version 2.1a within three months,,,,,,",2024-10-01
G2145004,"04,preoperatively and at three months (6 - 20 weeks) postoperatively demonstrated",2024-10-01
G2145005,"04,an improvement of less than 30 points,,,,,,",2024-10-01
G2146001,"03,Leg pain as measured by the visual analog scale (vas) or numeric pain scale at",2024-10-01
G2146002,"04,one year (9 to 15 months) postoperatively was less than or equal to 3.0 or leg",2024-10-01
G2146003,"04,pain measured by the visual analog scale (vas) or numeric pain scale within,,,",2024-10-01
G2146004,"04,three months preoperatively and at one year (9 to 15 months) postoperatively,,",2024-10-01
G2146005,"04,demonstrated an improvement of 5.0 points or greater,,,,,,",2024-10-01
G2147001,"03,Leg pain measured by the visual analog scale (vas) or numeric pain scale at on",2024-10-01
G2147002,"04,year (9 to 15 months) postoperatively was greater than 3.0 and leg pain,,,,,,",2024-10-01
G2147003,"04,measured by the visual analog scale (vas) or numeric pain scale within three,,",2024-10-01
G2147004,"04,months preoperatively and at one year (9 to 15 months) postoperatively,,,,,,",2024-10-01
G2147005,"04,demonstrated improvement of less than 5.0 points,,,,,,",2024-10-01
G2148001,"03,Multimodal pain management was used,Mpm used                    00      9,,,C,",2024-10-01
G2149001,"03,Documentation of medical reason(s) for not using multimodal pain management,No",2024-10-01
G2149002,"04,""(e.g., allergy to multiple classes of analgesics, intubated patient, hepatic""",2024-10-01
G2149003,"04,""failure, patient reports no pain during pacu stay, other medical reason(s))"",",2024-10-01
G2150001,"03,Multimodal pain management was not used,No mpm                      00      9,",2024-10-01
G2151001,"03,Documentation stating patient has a diagnosis of a degenerative neurological,D",2024-10-01
G2151002,"04,""condition such as als, ms, or parkinson's diagnosed at any time before or"",,,",2024-10-01
G2151003,"04,during the episode of care,,,,,,",2024-10-01
G2152001,"03,Residual score for the neck impairment successfully calculated and the score,R",2024-10-01
G2152002,"04,was equal to zero (0) or greater than zero (> 0),,,,,,",2024-10-01
G2153001,"03,In hospice or using hospice services during the measurement period,Hosp dur me",2024-10-01
G2154001,"03,Patient received at least one td vaccine or one tdap vaccine between nine year",2024-10-01
G2154002,"04,prior to the start of the measurement period and the end of the measurement,,,",2024-10-01
G2154003,"04,period,,,,,,",2024-10-01
G2155001,"03,Patient had history of at least one of the following contraindications any tim",2024-10-01
G2155002,"04,""during or before the measurement period: anaphylaxis due to tdap vaccine,"",,,",2024-10-01
G2155003,"04,anaphylaxis due to td vaccine or its components; encephalopathy due to tdap or",2024-10-01
G2155004,"04,""td vaccination (post tetanus vaccination encephalitis, post diphtheria"",,,,,,",2024-10-01
G2155005,"04,vaccination encephalitis or post pertussis vaccination encephalitis.),,,,,,",2024-10-01
G2156001,"03,Patient did not receive at least one td vaccine or one tdap vaccine between,No",2024-10-01
G2156002,"04,nine years prior to the start of the measurement period and the end of the,,,,",2024-10-01
G2156003,"04,measurement period; or have history of at least one of the following,,,,,,",2024-10-01
G2156004,"04,contraindications any time during or before the measurement period: anaphylaxi",2024-10-01
G2156005,"04,""due to tdap vaccine, anaphylaxis due to td vaccine or its components;"",,,,,,",2024-10-01
G2156006,"04,encephalopathy due to tdap or td vaccination (post tetanus vaccination,,,,,,",2024-10-01
G2156007,"04,""encephalitis, post diphtheria vaccination encephalitis or post pertussis"",,,,",2024-10-01
G2156008,"04,vaccination encephalitis.),,,,,,",2024-10-01
G2157001,"03,Patients received both the 13-valent pneumococcal conjugate vaccine and the,Pn",2024-10-01
G2157002,"04,""23-valent pneumococcal polysaccharide vaccine at least 12 months apart, with""",2024-10-01
G2157003,"04,the first occurrence after the age of 60 before or during the measurement peri",2024-10-01
G2158001,"03,Patient had prior pneumococcal vaccine adverse reaction any time during or,Pne",2024-10-01
G2158002,"04,before the measurement period,,,,,,",2024-10-01
G2159001,"03,Patient did not receive both the 13-valent pneumococcal conjugate vaccine and,",2024-10-01
G2159002,"04,""the 23-valent pneumococcal polysaccharide vaccine at least 12 months apart,"",",2024-10-01
G2159003,"04,with the first occurrence after the age of 60 before or during measurement,,,,",2024-10-01
G2159004,"04,period; or have prior pneumococcal vaccine adverse reaction any time during or",2024-10-01
G2159005,"04,before the measurement period,,,,,,",2024-10-01
G2160001,"03,Patient received at least one dose of the herpes zoster live vaccine or two,He",2024-10-01
G2160002,"04,doses of the herpes zoster recombinant vaccine (at least 28 days apart) anytim",2024-10-01
G2160003,"04,on or after the patient's 50th birthday before or during the measurement perio",2024-10-01
G2161001,"03,Patient had prior adverse reaction caused by zoster vaccine or its components,",2024-10-01
G2161002,"04,any time during or before the measurement period,,,,,,",2024-10-01
G2162001,"03,Patient did not receive at least one dose of the herpes zoster live vaccine or",2024-10-01
G2162002,"04,two doses of the herpes zoster recombinant vaccine (at least 28 days apart),,,",2024-10-01
G2162003,"04,anytime on or after the patient's 50th birthday before or during the,,,,,,",2024-10-01
G2162004,"04,measurement period; or have prior adverse reaction caused by zoster vaccine or",2024-10-01
G2162005,"04,its components any time during or before the measurement period,,,,,,",2024-10-01
G2163001,"03,Patient received an influenza vaccine on or between july 1 of the year prior t",2024-10-01
G2163002,"04,the measurement period and june 30 of the measurement period,,,,,,",2024-10-01
G2164001,"03,Patient had a prior influenza virus vaccine adverse reaction any time before o",2024-10-01
G2164002,"04,during the measurement period,,,,,,",2024-10-01
G2165001,"03,Patient did not receive an influenza vaccine on or between july 1 of the year,",2024-10-01
G2165002,"04,prior to the measurement period and june 30 of the measurement period; or did,",2024-10-01
G2165003,"04,not have a prior influenza virus vaccine adverse reaction any time before or,,",2024-10-01
G2165004,"04,during the measurement period,,,,,,",2024-10-01
G2166001,"03,Patient refused to participate at admission and/or discharge; patient unable t",2024-10-01
G2166002,"04,""complete the neck fs prom at admission or discharge due to cognitive deficit,",2024-10-01
G2166003,"04,""visual deficit, motor deficit, language barrier, or low reading level, and a""",2024-10-01
G2166004,"04,suitable proxy/recorder is not available; patient self-discharged early;,,,,,,",2024-10-01
G2166005,"04,medical reason,,,,,,",2024-10-01
G2167001,"03,Residual score for the neck impairment successfully calculated and the score,R",2024-10-01
G2167002,"04,was less than zero (< 0),,,,,,",2024-10-01
G2168001,"03,Services performed by a physical therapist assistant in the home health settin",2024-10-01
G2168002,"04,""in the delivery of a safe and effective physical therapy maintenance program,",2024-10-01
G2168003,"04,each 15 minutes,,,,,,",2024-10-01
G2169001,"03,Services performed by an occupational therapist assistant in the home health,S",2024-10-01
G2169002,"04,setting in the delivery of a safe and effective occupational therapy,,,,,,",2024-10-01
G2169003,"04,""maintenance program, each 15 minutes"",,,,,,",2024-10-01
G2170001,"03,""Percutaneous arteriovenous fistula creation (avf), direct, any site, by tissu",2024-10-01
G2170002,"04,""approximation using thermal resistance energy, and secondary procedures to"",,",2024-10-01
G2170003,"04,""redirect blood flow (e.g., transluminal balloon angioplasty, coil embolizatio",2024-10-01
G2170004,"04,""when performed, and includes all imaging and radiologic guidance, supervision",2024-10-01
G2170005,"04,""and interpretation, when performed"",,,,,,",2024-10-01
G2171001,"03,""Percutaneous arteriovenous fistula creation (avf), direct, any site, using"",A",2024-10-01
G2171002,"04,""magnetic-guided arterial and venous catheters and radiofrequency energy,"",,,,",2024-10-01
G2171003,"04,""including flow-directing procedures (e.g., vascular coil embolization with"",,",2024-10-01
G2171004,"04,""radiologic supervision and interpretation, wen performed) and fistulogram(s),",2024-10-01
G2171005,"04,""angiography, enography, and/or ultrasound, with radiologic supervision and"",,",2024-10-01
G2171006,"04,""interpretation, when performed"",,,,,,",2024-10-01
G2172001,"03,All inclusive payment for services related to highly coordinated and integrate",2024-10-01
G2172002,"04,opioid use disorder (oud) treatment services furnished for the demonstration,,",2024-10-01
G2172003,"04,project,,,,,,",2024-10-01
G2173001,"03,Uri episodes where the patient had a comorbid condition during the 12 months,U",2024-10-01
G2173002,"04,""prior to or on the episode date (e.g., tuberculosis, neutropenia, cystic"",,,,",2024-10-01
G2173003,"04,""fibrosis, chronic bronchitis, pulmonary edema, respiratory failure, rheumatoi",2024-10-01
G2173004,"04,lung disease),,,,,,",2024-10-01
G2174001,"03,Uri episodes where the patient is taking antibiotics (table 1) in the 30 days,",2024-10-01
G2174002,"04,prior to the episode date,,,,,,",2024-10-01
G2175001,"03,Episodes where the patient had a comorbid condition during the 12 months prior",2024-10-01
G2175002,"04,""to or on the episode date (e.g., tuberculosis, neutropenia, cystic fibrosis,""",2024-10-01
G2175003,"04,""chronic bronchitis, pulmonary edema, respiratory failure, rheumatoid lung"",,,",2024-10-01
G2175004,"04,disease),,,,,,",2024-10-01
G2176001,"03,""Outpatient, ed, or observation visits that result in an inpatient admission"",",2024-10-01
G2177001,"03,Acute bronchitis/bronchiolitis episodes when the patient had a new or refill,B",2024-10-01
G2177002,"04,prescription of antibiotics (table 1) in the 30 days prior to the episode date",2024-10-01
G2178001,"03,Clinician documented that patient was not an eligible candidate for lower,Pt n",2024-10-01
G2178002,"04,""extremity neurological exam measure, for example patient bilateral amputee;"",",2024-10-01
G2178003,"04,patient has condition that would not allow them to accurately respond to a,,,,",2024-10-01
G2178004,"04,""neurological exam (dementia, alzheimer's, etc.); patient has previously"",,,,,",2024-10-01
G2178005,"04,documented diabetic peripheral neuropathy with loss of protective sensation,,,",2024-10-01
G2179001,"03,Clinician documented that patient had medical reason for not performing lower,",2024-10-01
G2179002,"04,extremity neurological exam,,,,,,",2024-10-01
G2180001,"03,Clinician documented that patient was not an eligible candidate for evaluation",2024-10-01
G2180002,"04,of footwear as patient is bilateral lower extremity amputee,,,,,,",2024-10-01
G2181001,"03,Bmi not documented due to medical reason or patient refusal of height or weigh",2024-10-01
G2181002,"04,measurement,,,,,,",2024-10-01
G2182001,"03,Patient receiving first-time biologic and/or immune response modifier therapy,",2024-10-01
G2183001,"03,Documentation patient unable to communicate and informant not available,Doc pt",2024-10-01
G2184001,"03,Patient does not have a caregiver,No caregiver                00      9,,,C,Z2",2024-10-01
G2185001,"03,Documentation caregiver is trained and certified in dementia care,Caregiver de",2024-10-01
G2186001,"03,Patient /caregiver dyad has been referred to appropriate resources and,Pt ref",2024-10-01
G2186002,"04,connection to those resources is confirmed,,,,,,",2024-10-01
G2187001,"03,Patients with clinical indications for imaging of the head: head trauma,Clin i",2024-10-01
G2188001,"03,Patients with clinical indications for imaging of the head: new or change in,P",2024-10-01
G2188002,"04,headache above 50 years of age,,,,,,",2024-10-01
G2189001,"03,Patients with clinical indications for imaging of the head: abnormal neurologi",2024-10-01
G2189002,"04,exam,,,,,,",2024-10-01
G2190001,"03,Patients with clinical indications for imaging of the head: headache radiating",2024-10-01
G2190002,"04,to the neck,,,,,,",2024-10-01
G2191001,"03,Patients with clinical indications for imaging of the head: positional headach",2024-10-01
G2192001,"03,Patients with clinical indications for imaging of the head: temporal headaches",2024-10-01
G2192002,"04,in patients over 55 years of age,,,,,,",2024-10-01
G2193001,"03,Patients with clinical indications for imaging of the head: new onset headache",2024-10-01
G2193002,"04,in pre-school children or younger (<6 years of age),,,,,,",2024-10-01
G2194001,"03,Patients with clinical indications for imaging of the head: new onset headache",2024-10-01
G2194002,"04,in pediatric patients with disabilities for which headache is a concern as,,,,",2024-10-01
G2194003,"04,inferred from behavior,,,,,,",2024-10-01
G2195001,"03,Patients with clinical indications for imaging of the head: occipital headache",2024-10-01
G2195002,"04,in children,,,,,,",2024-10-01
G2196001,"03,Patient identified as an unhealthy alcohol user when screened for unhealthy,Sc",2024-10-01
G2196002,"04,alcohol use using a systematic screening method,,,,,,",2024-10-01
G2197001,"03,Patient screened for unhealthy alcohol use using a systematic screening method",2024-10-01
G2197002,"04,and not identified as an unhealthy alcohol user,,,,,,",2024-10-01
G2198001,"03,Documentation of medical reason(s) for not screening for unhealthy alcohol use",2024-10-01
G2198002,"04,""using a systematic screening method (e.g., limited life expectancy, other"",,,",2024-10-01
G2198003,"04,medical reasons),,,,,,",2024-10-01
G2199001,"03,Patient not screened for unhealthy alcohol use using a systematic screening,No",2024-10-01
G2199002,"04,method,,,,,,",2024-10-01
G2200001,"03,Patient identified as an unhealthy alcohol user received brief counseling,Unhl",2024-10-01
G2201001,"03,""Documentation of medical reason(s) for not providing brief counseling (e.g.,""",2024-10-01
G2201002,"04,""limited life expectancy, other medical reasons)"",,,,,,",2024-10-01
G2202001,"03,Patient did not receive brief counseling if identified as an unhealthy alcohol",2024-10-01
G2202002,"04,user,,,,,,",2024-10-01
G2203001,"03,Documentation of medical reason(s) for not providing brief counseling if,Med r",2024-10-01
G2203002,"04,""identified as an unhealthy alcohol user (e.g., limited life expectancy, other",2024-10-01
G2203003,"04,medical reasons),,,,,,",2024-10-01
G2204001,"03,Patients between 45 and 85 years of age who received a screening colonoscopy,P",2024-10-01
G2204002,"04,during the performance period,,,,,,",2024-10-01
G2205001,"03,Patients with pregnancy during adjuvant treatment course,Preg drng adjv trtmt",2024-10-01
G2206001,"03,Patient received adjuvant treatment course including both chemotherapy and,Adj",2024-10-01
G2206002,"04,her2-targeted therapy,,,,,,",2024-10-01
G2207001,"03,Reason for not administering adjuvant treatment course including both,Rsn no t",2024-10-01
G2207002,"04,chemotherapy and her2-targeted therapy (e.g. poor performance status (ecog 3-4",2024-10-01
G2207003,"04,""karnofsky <=50), cardiac contraindications, insufficient renal function,"",,,,",2024-10-01
G2207004,"04,""insufficient hepatic function, other active or secondary cancer diagnoses,"",,",2024-10-01
G2207005,"04,""other medical contraindications, patients who died during initial treatment"",",2024-10-01
G2207006,"04,course or transferred during or after initial treatment course),,,,,,",2024-10-01
G2208001,"03,Patient did not receive adjuvant treatment course including both chemotherapy,",2024-10-01
G2208002,"04,and her2-targeted therapy,,,,,,",2024-10-01
G2209001,"03,Patient refused to participate,Refused to participate      00      9,,,C,Z2,1",2024-10-01
G2210001,"03,Residual score for the neck impairment not measured because the patient did no",2024-10-01
G2210002,"04,""complete the neck fs prom at initial evaluation and/or near discharge, reason",2024-10-01
G2210003,"04,not given,,,,,,",2024-10-01
G2211001,"03,Visit complexity inherent to evaluation and management associated with medical",2024-10-01
G2211002,"04,care services that serve as the continuing focal point for all needed health,,",2024-10-01
G2211003,"04,care services and/or with medical care services that are part of ongoing care,",2024-10-01
G2211004,"04,""related to a patient's single, serious condition or a complex condition."",,,,",2024-10-01
G2211005,"04,""(add-on code, list separately in addition to office/outpatient evaluation and",2024-10-01
G2211006,"04,""management visit, new or established)"",,,,,,",2024-10-01
G2212001,"03,Prolonged office or other outpatient evaluation and management service(s),Prol",2024-10-01
G2212002,"04,beyond the maximum required time of the primary procedure which has been,,,,,,",2024-10-01
G2212003,"04,selected using total time on the date of the primary service; each additional,",2024-10-01
G2212004,"04,""15 minutes by the physician or qualified healthcare professional, with or"",,,",2024-10-01
G2212005,"04,""without direct patient contact (list separately in addition to cpt codes 9920",2024-10-01
G2212006,"04,""99215, 99483 for office or other outpatient evaluation and management service",2024-10-01
G2212007,"04,""(do not report g2212 on the same date of service as 99358, 99359, 99415,"",,,,",2024-10-01
G2212008,"04,99416). (do not report g2212 for any time unit less than 15 minutes),,,,,,",2024-10-01
G2213001,"03,Initiation of medication for the treatment of opioid use disorder in the,Initi",2024-10-01
G2213002,"04,""emergency department setting, including assessment, referral to ongoing care,",2024-10-01
G2213003,"04,and arranging access to supportive services (list separately in addition to,,,",2024-10-01
G2213004,"04,code for primary procedure),,,,,,",2024-10-01
G2214001,"03,""Initial or subsequent psychiatric collaborative care management, first 30"",In",2024-10-01
G2214002,"04,""minutes in a month of behavioral health care manager activities, in"",,,,,,",2024-10-01
G2214003,"04,""consultation with a psychiatric consultant, and directed by the treating"",,,,",2024-10-01
G2214004,"04,physician or other qualified health care professional,,,,,,",2024-10-01
G2215001,"03,Take-home supply of nasal naloxone; 2-pack of 4mg per 0.1 ml nasal spray,Home",2024-10-01
G2215002,"04,(provision of the services by a medicare-enrolled opioid treatment program);,,",2024-10-01
G2215003,"04,list separately in addition to code for primary procedure,,,,,,",2024-10-01
G2216001,"03,Take-home supply of injectable naloxone (provision of the services by a,Home s",2024-10-01
G2216002,"04,medicare-enrolled opioid treatment program); list separately in addition to,,,",2024-10-01
G2216003,"04,code for primary procedure,,,,,,",2024-10-01
G2250001,"03,Remote assessment of recorded video and/or images submitted by an established,",2024-10-01
G2250002,"04,""patient (e.g., store and forward), including interpretation with follow-up wi",2024-10-01
G2250003,"04,""the patient within 24 business hours, not originating from a related service""",2024-10-01
G2250004,"04,provided within the previous 7 days nor leading to a service or procedure,,,,,",2024-10-01
G2250005,"04,within the next 24 hours or soonest available appointment,,,,,,",2024-10-01
G2251001,"03,""Brief communication technology-based service, e.g. virtual check-in, by a"",""B",2024-10-01
G2251002,"04,qualified health care professional who cannot report evaluation and management",2024-10-01
G2251003,"04,""services, provided to an established patient, not originating from a related""",2024-10-01
G2251004,"04,service provided within the previous 7 days nor leading to a service or,,,,,,",2024-10-01
G2251005,"04,procedure within the next 24 hours or soonest available appointment; 5-10,,,,,",2024-10-01
G2251006,"04,minutes of clinical discussion,,,,,,",2024-10-01
G2252001,"03,""Brief communication technology-based service, e.g. virtual check-in, by a"",""B",2024-10-01
G2252002,"04,physician or other qualified health care professional who can report evaluatio",2024-10-01
G2252003,"04,""and management services, provided to an established patient, not originating""",2024-10-01
G2252004,"04,from a related e/m service provided within the previous 7 days nor leading to,",2024-10-01
G2252005,"04,an e/m service or procedure within the next 24 hours or soonest available,,,,,",2024-10-01
G2252006,"04,appointment; 11-20 minutes of medical discussion,,,,,,",2024-10-01
